CNPJ,RazaoSocial,UF,Total_Despesas,Media_Trimestral,Desvio_Padrao
16415598000110,UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA,BA,6528530.249999999,1632132.5624999998,1146911.5022700008
81076069000109,UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO,PR,6490408.93,1622602.2325,1401293.4064744208
15323270000100,ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA,SP,6326441.670000001,1581610.4175000002,3125611.842707801
10767219000174,PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME,BA,6304196.100000001,1576049.0250000001,3053388.69410418
73395469000140,CAIXA DE ASSISTENCIA A SAUDE DA UNIVERSIDADE,MG,6260879.99,1565219.9975,1731622.9715345933
01371135000126,UNIMED VALE DO URUCUIA - COOPERATIVA DE TRABALHO MEDICO LTDA,MG,6160539.7,1540134.925,1215454.2556158435
70094578000130,COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA,PB,6148442.17,1537110.5425,2900838.4820830696
17897995000138,PLADISA PLANOS DE SAÚDE SA,SC,6103393.97,1525848.4925,329746.0511189373
05814777000103,CAIXA DE ASSISTÊNCIA DOS FUNCIONÁRIOS DO BANCO DO NORDESTE DO BRASIL,CE,6100137.97,1525034.4925,2956002.0718037398
26291484000169,UNIMED GUAXUPÉ COOPERATIVA DE TRABALHO MEDICO,MG,6096106.46,1524026.615,645014.4683246794
45359213000142,UNIMED SÃO CARLOS - COOPERATIVA DE TRABALHO MÉDICO,SP,6087878.77,1521969.6925,1266307.568846858
44477823000188,INTEGRA ASSISTENCIA MEDICA SA,SP,5999594.94,1499898.735,2233172.2859116024
35657268000185,ASSOCIAÇÃO DE SAÚDE DO VALE,SC,5978051.890000001,1494512.9725000001,1093225.9897323865
87547444000120,ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI,RS,5918464.22,1479616.055,1812530.2132370514
03849449000117,ASSOCIAÇÃO ASSISTENCIAL DE SAÚDE SUPLEMENTAR CRUZ AZUL SAÚDE,SP,5836991.69,1459247.9225,2222601.1032661386
27085968000114,CAIXA DE ASSISTÊNCIA AOS MEMBROS DA DEFENSORIA PÚBLICA DO ESTADO DO RIO DE JANEIRO,RJ,5751001.99,1437750.4975,2692404.124910712
28310835000167,MEDHEALTH PLANOS DE SAÚDE LTDA,PR,5678537.15,1419634.2875,1167657.1486178744
81710543000102,UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO,PR,5677463.279999999,1419365.8199999998,1355647.823082619
19240452000179,BCI ADMINISTRADORA DE BENEFÍCIOS LTDA.,SP,5662220.359999999,1415555.0899999999,736450.7277335061
40853020000120,UNIMED VALE DO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,PE,5650213.359999999,1412553.3399999999,2386358.472414657
37496767000163,UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,MT,5557237.0,1389309.25,1144790.5022753433
78420783000150,UNIMED OESTE DO PARANA - COOPERATIVA DE TRABALHO MEDICO,PR,5538134.93,1384533.7325,1336783.8702952163
03230123000107,UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,SP,5489287.920000001,1372321.9800000002,2645041.452328528
50432863000106,MATÃO CLINICAS & AMHMA SAÚDE LTDA,SP,5375963.51,1343990.8775,2081086.8439510893
30036685000197,CAIXA DE PREVIDÊNCIA E ASSISTÊNCIA DOS SERVIDORES DA FUNDAÇÃO NACIONAL DE SAÚDE - CAPESESP,RJ,5372404.7299999995,1343101.1824999999,1374186.8337852675
47325263000134,"ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE",PE,5243320.140000001,1310830.0350000001,1127794.9761067177
87827689000100,UNIMED SERRA GAUCHA/RS COOPERATIVA DE ASSISTENCIA A SAUDE LTDA,RS,5233250.05,1308312.5125,401269.1583883983
28023703000154,ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,RJ,5173157.74,1293289.435,1646788.436013985
24277422000177,UNICONSULT - ADMINISTRADORA DE BENEFICIOS E SERVICOS LTDA,SP,5101541.92,1275385.48,2238446.0287741455
81733115000197,UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO,PR,5086864.49,1271716.1225,74494.51633091991
01193663000132,UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO,GO,5069347.79,1267336.9475,1145231.0133362971
13026081000140,FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO,MS,5055228.63,1263807.1575,2514782.2715516714
14946109000120,ASSOCIAÇÃO SÃO FRANCISCO VIDA,SP,4936177.84,1234044.46,1327426.7522260207
03424929000136,SAUDE PAS - MEDICINA E ODONTO,RS,4912526.99,1228131.7475,98806.59118400895
00571628000147,DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.,SP,4838003.17,1209500.7925,999412.4196331372
16665579000141,ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA,SP,4714621.42,1178655.355,70851.03637151983
87158507000156,COOPERATIVA CENTRAL UNIMED DE COOPERATIVAS DE ASSISTÊNCIA À SAÚDE DO RIO GRANDE DO SUL LTDA.,RS,4689723.57,1172430.8925,2218891.464683832
04212174000179,DENTAL MASTER LTDA - EPP,AL,4672562.38,1168140.595,1328927.2479728102
25906728000108,COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ,MG,4581106.249999999,1145276.5624999998,2223546.356092257
42889436000123,UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO,MG,4573286.88,1143321.72,1360753.3776416318
44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,SP,4534231.66,1133557.915,792431.8843458841
00636975000100,SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA,SP,4525414.029999999,1131353.5074999998,705544.0817150855
41715325000138,ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.,SP,4436793.49,1109198.3725,886972.6831861683
64924095000112,SERMED-SAÚDE LTDA.,SP,4419426.86,1104856.715,610036.3617193312
00172586000171,UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,SP,4415360.5,1103840.125,1927880.7952671596
33379144000150,ÚNICA ASSISTENCIA MEDICA LTDA,SP,4388412.29,1097103.0725,489462.22264453385
41905498000119,UNIMED NOROESTE DE MINAS COOPERATIVA DE TRABALHO MEDICO LTDA,MG,4385940.21,1096485.0525,138738.69529350023
06091170000105,UNIMED OS BANDEIRANTES COOPERATIVA DE TRABALHO MÉDICO,SP,4373907.6,1093476.9,848408.0633542989
88938089000182,UNIODONTO PORTO ALEGRE COOPERATIVA ODONTOLOGICA LTDA,RS,4343486.25,1085871.5625,484707.3722783052
69099307000198,CROWN ODONTOLOGIA DE GRUPO LTDA,SP,4338705.41,1084676.3525,1060216.4417958946
78304672000188,CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU,PR,4294906.13,1073726.5325,2121231.850634282
42750007000170,UNICOR ADMINISTRADORA DE BENEFICIOS LTDA,MG,4067181.6000000006,1016795.4000000001,1041079.7542606835
02569472000195,CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA,SP,4065697.4999999995,1016424.3749999999,1219370.0624034938
25329079000120,UNIMED SÃO JOÃO DEL REI - COOPERATIVA DE TRABALHO MÉDICO,MG,4059449.17,1014862.2925,648386.8487750483
72120124000111,UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA,RS,4056106.33,1014026.5825,1151072.382699752
12442737000143,UNIMED MACEIO COOPERATIVA DE TRABALHO MÉDICO,AL,4039361.8600000003,1009840.4650000001,79881.18265296344
75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,PR,4008580.21,1002145.0525,542327.3791799599
14674151000130,BIORAL SISTEMA ODONTOLÓGICO LTDA.,SP,3935353.87,983838.4675,1120309.0643873424
01773319000112,UNIMED VALE DO PARAÍBA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS,SP,3895616.1500000004,973904.0375000001,1024554.0713003018
03187913000157,ODONTOART PLANOS ODONTOLÓGICOS LTDA,CE,3839065.46,959766.365,1189260.3236235832
28953753000130,SD-M OPERADORA DE PLANOS DE SAUDE LTDA,RJ,3836388.04,959097.01,1473551.6328156884
01387625000110,DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.,RS,3821079.5700000003,955269.8925000001,347508.22269987775
34907159000106,ODONT-OPERADORA ODONTOLOGICA LTDA,SP,3792293.15,948073.2875,528385.9771030326
16926969000128,AMAZÔNIA PLANOS DE SAÚDE LTDA,PA,3776717.95,944179.4875,1825222.3513071537
42855999000109,UNIMED TRÊS CORAÇÕES COOPERATIVA DE TRABALHO MÉDICO LTDA.,MG,3773627.66,943406.915,1687857.2037279736
40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,SP,3660626.61,915156.6525,1140394.366258554
51304798000104,UNIODONTO DE CAMPINAS COOPERATIVA ODONTOLÓGICA,SP,3645575.47,911393.8675,1490909.0385811038
62465117000106,FUNDAÇÃO CESP,SP,3636663.26,909165.815,59263.050399074935
00665690000106,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,SP,3594812.38,898703.095,1609245.7016582596
30724638000136,ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL,SP,3524833.4499999997,881208.3624999999,1760286.8635787796
13083167000105,ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,SE,3520634.27,880158.5675,761182.9259809315
10456692000130,QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA,BA,3456031.3600000003,864007.8400000001,1461852.5335295307
96509690000188,SÃO LUCAS SAÚDE S/A,SP,3444311.48,861077.87,52363.16854798418
20168589000149,PRONTOMED PLANOS DE SAÚDE LTDA,MG,3440938.15,860234.5375,984900.8322753204
00103956000119,UNIMED LITORAL SUL/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.,RS,3409729.8000000003,852432.4500000001,572948.4044272271
13138885000131,A.P.S. ADMINISTRADORA DE BENEFÍCOS LTDA.,SP,3314123.4299999997,828530.8574999999,906347.0604034765
42940528000190,UNIMED PARÁ DE MINAS COOPERATIVA DE TRABALHO MÉDICO LTDA.,MG,3312099.58,828024.895,538225.2010706478
04859814000137,SAÚDE BRB - CAIXA DE ASSISTÊNCIA,DF,3252583.57,813145.8925,1533802.2920677122
20320487000105,AGROS - INSTITUTO UFV DE SEGURIDADE SOCIAL,MG,3242023.24,810505.81,747918.5367720751
54991211000162,UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO,SP,3209147.71,802286.9275,920406.7017218702
66477217000103,UNIMED LAVRAS COOPERATIVA DE TRABALHO MÉDICO,MG,3201582.59,800395.6475,1179833.1210714604
33546979000157,UNIMED REGIONAL SUL GOIAS COOP. DE TRABALHO MÉDICO LTDA,GO,3201234.85,800308.7125,639174.1652732603
05029064000139,SAÚDE SANTA TEREZA LTDA.,SP,3130673.9000000004,782668.4750000001,1057423.2672739995
62231527000184,CAIXA BENEFICENTE DOS FUNCIONARIOS DO BANCO DO ESTADO DE SÃO PAULO,SP,3127152.62,781788.155,763817.39902762
42160192000143,FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL,PE,3124794.3600000003,781198.5900000001,9011.140000000016
10796140000171,ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,MG,3121325.46,780331.365,1510298.4045195451
37898335000189,UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO,GO,3099850.69,774962.6725,516267.52909840853
08787782000162,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,RJ,3052897.02,763224.255,508689.49926405225
02618303000106,FUNASA SAÚDE,PB,3021917.11,755479.2775,264591.91182493145
00891689000191,UNIODONTO GOIANIA COOPERATIVA DE CIRURGIÕES DENTISTAS,GO,3003345.84,750836.46,989536.045814802
49481538000154,SAUDIA ASSISTENCIA MÉDICA LTDA,MG,2998773.35,749693.3375,1467019.3031062034
41929347000109,PRESERVE SAUDE ASSISTENCIA MEDICA LTDA,BA,2974090.4099999997,743522.6024999999,1426832.1755997185
92827666000136,INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM,RS,2941863.74,735465.935,742121.9241940301
83937631000169,CAIXA ASSISTENCIAL E BENEFICENTE DOS FUNCIONÁRIOS DA ACARESC,SC,2934114.86,733528.715,491393.815086582
27841404000164,UP SOLUÇÕES EM SAÚDE LTDA,SP,2924774.78,1462387.39,0.0
92911056000116,ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,RS,2923920.5200000005,730980.1300000001,766019.5491693681
51093193000103,UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO,SP,2917758.6299999994,729439.6574999999,1228402.0967497223
45171402000197,UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO,SP,2906388.58,726597.145,512691.2123639431
20909271000171,UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO,MG,2859138.71,714784.6775,811518.4723748266
66916305000156,UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,SP,2851185.52,712796.38,1008840.4693412941
74521188000150,UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO,SP,2833819.52,708454.88,293796.8108401544
66453168000160,UNIMED SÃO SEBASTIÃO DO PARAÍSO COOPERATIVA DE TRABALHO MÉDICO,MG,2823999.64,705999.91,968727.2413728508
08883265000197,ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE,PR,2814813.3200000003,703703.3300000001,467603.0239337765
11158465000191,AFFIX ADMINISTRADORA DE BENEFÍCIOS LTDA,SP,2773950.9499999997,693487.7374999999,1259767.6683079111
40038813000195,SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,SP,2633759.53,658439.8825,1315488.639643384
00381694000154,UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO,SC,2630792.0500000003,657698.0125000001,1164631.2712639715
27047334000177,HEALTH-MED SISTEMA DE SAUDE LTDA,RJ,2617278.38,654319.595,419646.92963321
36263502000152,CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.,RJ,2584277.8600000003,646069.4650000001,351829.70324306743
59766105000107,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE,SP,2580064.69,645016.1725,1260750.519912778
24729097000136,SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,MG,2577730.02,644432.505,937952.4801692683
03098226000165,SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA,PE,2561164.75,640291.1875,1093925.785280065
11235328000103,MAXMED ADMINISTRADORA DE BENEFICIOS LTDA,SP,2539447.65,634861.9125,1089971.8615860518
28400880000102,QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME,RJ,2525638.13,631409.5325,598543.3267707892
67417519000140,UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,SP,2457511.7199999997,614377.9299999999,338295.10709427024
48721401000167,UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO,SP,2453426.12,613356.53,204050.86071834198
92219070000153,SOCIEDADE PORTUGUESA DE BENEFICÊNCIA,RS,2423454.39,605863.5975,395764.2509566427
02149799000108,UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,SP,2359194.02,589798.505,383271.6182110339
78339439000130,UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS,PR,2349181.89,587295.4725,904346.9845214393
66493339000185,ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,SP,2349059.0,587264.75,1095171.5649841721
10540020000109,CENTRAL OPERADORA DE PLANOS DE SAÚDE NORTE-NORDESTE LTDA,PB,2343768.64,585942.16,475845.67999999993
88258884000120,UNIMED VALE DO SINOS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA,RS,2335775.25,583943.8125,317663.26192492404
72783970000111,UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO,SP,2332857.06,583214.265,490541.3001588985
14927215000167,ZURICH SANTANDER BRASIL ODONTO LTDA.,SP,2305324.64,576331.16,356891.93255690235
00147571000153,ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU,SP,2296631.16,574157.79,346304.8178193161
02248344000140,UNIMED FRUTAL COOPERATIVA DE TRABALHO MEDICO LTDA,MG,2257230.0,564307.5,410409.2576836393
02127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,SP,2219809.46,554952.365,728564.5259054289
31596055000130,BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,TO,2218451.6499999994,554612.9124999999,1102196.4028524384
88732318000108,UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.,RS,2204994.67,551248.6675,822544.0014587537
07781345000179,ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS,MG,2172473.48,543118.37,517248.1773622367
01672007000112,SISTEMA PREVSAUDE DENTAL LTDA,CE,2172222.26,543055.565,449774.1478456144
01143922000110,UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO,MT,2143227.0,535806.75,412612.49713481724
15648898000186,LEXUS ADMINISTRADORA DE BENEFICIOS LTDA,SP,2135721.45,533930.3625,802920.748648151
15022430000181,ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO,SP,2132222.75,533055.6875,755144.147197815
23821141000170,MUITO MAIS SAÚDE ADMINISTRADORA DE BENEFÍCIOS,RJ,2083981.19,520995.2975,418844.9130971359
58054221000122,VIVER SAUDE LTDA,RN,2063923.32,1031961.66,0.0
00299149000113,ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS,GO,2055075.89,513768.9725,403120.5893464057
50739135000141,SOBAM CENTRO MÉDICO HOSPITALAR S.A.,SP,2041221.08,510305.27,819918.4875246168
15713057000105,ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL,BA,2022286.26,505571.565,356122.26376106555
44595858000111,UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS,SP,2019808.9500000002,504952.23750000005,352129.1153063999
02903477000102,ASSOCIAÇÃO SAÚDE CONCEIÇÃO,SC,2018257.73,504564.4325,609541.023974395
07241136000132,UNIMED TERESINA - COOPERATIVA DE TRABALHO MÉDICO,PI,1883947.92,470986.98,19241.08420258762
08708980000193,OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A,SP,1873750.16,468437.54,531132.8489787484
14799035000147,ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA,BA,1852406.21,463101.5525,134890.0419940406
22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,MG,1850512.42,462628.105,260173.64837247203
71499792000139,UNIMED VERTENTE DO CAPARAÓ - COOPERATIVA DE TRABALHO MÉDICO LTDA,MG,1846163.1399999997,461540.7849999999,456506.3006862316
57149775000140,UNIMED SUL PAULISTA - COOPERATIVA DE TRABALHO MÉDICO,SP,1779781.54,444945.385,295394.54059025715
84313741000112,UNIMED RIO BRANCO COOPERATIVA DE TRABALHO MEDICO LTDA,AC,1773966.6099999999,443491.65249999997,513234.24714237783
26150979000178,FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO,MG,1750132.55,437533.1375,765046.9107860158
29117294000118,PLANO SIGMA SAÚDE LTDA,SP,1728921.64,576307.2133333333,498153.6374276876
41432461000110,TEMPO MED PLANO DE SAUDE LTDA,SC,1728240.53,432060.1325,125113.85840063504
04558034000157,LIFE EMPRESARIAL SAÚDE LTDA.,SP,1716287.37,429071.8425,267706.6574635292
02751464000165,ODONTOGROUP SISTEMA DE SAÚDE LTDA.,DF,1712072.3,428018.075,596254.0220105998
43079723000130,TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA,MG,1683548.83,420887.2075,300212.984832329
63367700000139,CAIXA DE ASSISTÊNCIA DOS SERVIDORES FAZENDÁRIOS ESTADUAIS,CE,1679310.97,419827.7425,231671.4170730135
06145428000109,PORTO DIAS SAUDE LTDA.,PA,1677878.68,419469.67,718654.9335934917
23053901000147,SANTA CASA DE SAÚDE - SCS,ES,1659021.9,414755.475,736332.2421373241
00773639000100,CENTRO CLÍNICO GAÚCHO LTDA,CE,1658907.24,414726.81,278043.47512708296
40246859000108,ODILE SERVIÇOS DE SAÚDE LTDA.,SP,1619279.9100000001,404819.97750000004,23561.535324953355
09237009000195,UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL,PB,1618419.3900000001,404604.84750000003,300007.47500000003
02513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,MG,1611477.35,402869.3375,295227.049599143
02753398000162,SF SISTEMAS DE SAÚDE LTDA,SP,1603807.7499999998,400951.93749999994,680285.7465750736
31432792000105,UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS,RJ,1596286.6700000002,399071.66750000004,658933.3816838309
10395358000114,UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.,CE,1587898.77,396974.6925,401489.2327542698
43293604000186,SANTA HELENA ASSISTÊNCIA MÉDICA S/A.,SP,1584152.4000000001,396038.10000000003,572825.1134641706
30417661000188,UNIMED NORTE FLUMINENSE COOPERATIVA DE TRABALHO MEDICO,RJ,1551387.73,387846.9325,394239.41732457123
41687179000184,UNIMED PATROCÍNIO COOPERATIVA DE TRABALHO MÉDICO LTDA.,MG,1550027.1300000001,387506.78250000003,80363.54164651006
42425561000182,SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA,RJ,1523741.57,380935.3925,248638.19988709866
10495931000161,SERVIX ADMINISTRADORA DE BENEFÍCIOS LTDA,DF,1503345.2000000002,375836.30000000005,412064.55110745964
20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,MG,1502419.32,375604.83,430784.1766177226
41369935000127,SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,MA,1480089.73,370022.4325,608728.8846060062
03990914000135,ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA,BA,1476874.26,369218.565,419145.96515797824
14468083000152,LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.,SP,1469150.3900000001,367287.59750000003,431309.69924458984
00006037000127,UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO,SP,1456792.1600000001,364198.04000000004,186626.25882412583
19031941000110,SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.,SP,1452938.19,484312.73,409585.1558741234
41511429000120,UNIMED REGIONAL DE FLORIANO - COOPERATIVA DE TRABALHO MÉDICO,PI,1429904.76,357476.19,429482.97643454216
